Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
180000.0,Ford Ecosport Diesel Manuelle 2021,2021,Manuelle,Diesel,77500.0,Ford,Ecosport,5,WW au Maroc,Oui,6 CV,Très bon,Aucun
120000.0,Renault Captur Diesel Manuelle 2015 à Casablanca,2015,Manuelle,Diesel,115000.0,Renault,Captur,5,WW au Maroc,Oui,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
59000.0,dacia Logan,2007,Manuelle,Diesel,195000.0,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,Aucun
193000.0,Ford focus 2021,2021,Manuelle,Diesel,47500.0,Ford,Focus,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
90000.0,Hyundai Accent Diesel Manuelle 2015 à Agadir,2015,Manuelle,Diesel,92500.0,Hyundai,Accent,5,Importée neuve,Oui,5 CV,Très bon,Jantes aluminium
365000.0,Mercedes-Benz 250 Diesel Automatique 2017 à Tanger,2017,Automatique,Diesel,97500.0,Mercedes-Benz,250,5,WW au Maroc,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
230000.0,Jaguar Daimler Six de collection Essence 1997,1997,Automatique,Essence,135000.0,Jaguar,X-Type,5,WW au Maroc,Oui,23 CV,Bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
118000.0,"Caddy 6 Chv 1,6 tdi",2011,Manuelle,Diesel,155000.0,Volkswagen,Caddy,3,WW au Maroc,Non,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Jantes aluminium, Ordinateur de bord, Radar de recul, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
57000.0,honda jazz,2007,Manuelle,Essence,2500.0,Honda,Jazz,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, Climatisation, Jantes aluminium, Radar de recul, Toit ouvrant, Vitres électriques"
85000.0,Renault Megane Essence Manuelle 2011 à Agadir,2011,Manuelle,Essence,57500.0,Renault,Megane,5,WW au Maroc,Non,9 CV,Très bon,"ABS, Airbags, Climatisation, ESP, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Vitres électriques"
